record_id,citation_key,record_type,title,title_variants,authors,author_variants,year,year_variants,publication_title,publication_title_variants,volume,issue,pages,publisher,issn,isbn,doi,arxiv_id,arxiv_version,abstract,keywords,categories,url,pdf_url,published_date,updated_date,journal_reference,sources,source_record_count,source_record_ids,source_urls,deduplication_methods
P01950,paper_45bb7a94b519de52,misc,INDICT: Code Generation with Internal Dialogues of Critiques for Both Security and Helpfulness,INDICT: Code Generation with Internal Dialogues of Critiques for Both Security and Helpfulness,Hung Le; Yingbo Zhou; Caiming Xiong; Silvio Savarese; Doyen Sahoo,Hung Le; Yingbo Zhou; Caiming Xiong; Silvio Savarese; Doyen Sahoo,2024,2024,,,,,,,,,,2407.02518,v2,"Large language models (LLMs) for code are typically trained to align with natural language instructions to closely follow their intentions and requirements. However, in many practical scenarios, it becomes increasingly challenging for these models to navigate the intricate boundary between helpfulness and safety, especially against highly complex yet potentially malicious instructions. In this work, we introduce INDICT: a new framework that empowers LLMs with Internal Dialogues of Critiques for both safety and helpfulness guidance. The internal dialogue is a dual cooperative system between a safety-driven critic and a helpfulness-driven critic. Each critic provides analysis against the given task and corresponding generated response, equipped with external knowledge queried through relevant code snippets and tools like web search and code interpreter. We engage the dual critic system in both code generation stage as well as code execution stage, providing preemptive and post-hoc guidance respectively to LLMs. We evaluated INDICT on 8 diverse tasks across 8 programming languages from 5 benchmarks, using LLMs from 7B to 70B parameters. We observed that our approach can provide an advanced level of critiques of both safety and helpfulness analysis, significantly improving the quality of output codes ($+10\%$ absolute improvements in all models).",,cs.SE; cs.AI; cs.CL; cs.CR; cs.MA; cs.PL,http://arxiv.org/abs/2407.02518v2,https://arxiv.org/pdf/2407.02518v2,2024-06-23T15:55:07Z,2024-10-29T08:20:28Z,,arXiv,1,arXiv:2407.02518v2,http://arxiv.org/abs/2407.02518v2 | https://arxiv.org/pdf/2407.02518v2,
P01951,paper_dd5846c84a9ee5f8,misc,BigCodeBench: Benchmarking Code Generation with Diverse Function Calls and Complex Instructions,BigCodeBench: Benchmarking Code Generation with Diverse Function Calls and Complex Instructions,Terry Yue Zhuo; Minh Chien Vu; Jenny Chim; Han Hu; Wenhao Yu; Ratnadira Widyasari; Imam Nur Bani Yusuf; Haolan Zhan; Junda He; Indraneil Paul; Simon Brunner; Chen Gong; Thong Hoang; Armel Randy Zebaze; Xiaoheng Hong; Wen-Ding Li; Jean Kaddour; Ming Xu; Zhihan Zhang; Prateek Yadav; Naman Jain; Alex Gu; Zhoujun Cheng; Jiawei Liu; Qian Liu; Zijian Wang; Binyuan Hui; Niklas Muennighoff; David Lo; Daniel Fried; Xiaoning Du; Harm de Vries; Leandro Von Werra,Terry Yue Zhuo; Minh Chien Vu; Jenny Chim; Han Hu; Wenhao Yu; Ratnadira Widyasari; Imam Nur Bani Yusuf; Haolan Zhan; Junda He; Indraneil Paul; Simon Brunner; Chen Gong; Thong Hoang; Armel Randy Zebaze; Xiaoheng Hong; Wen-Ding Li; Jean Kaddour; Ming Xu; Zhihan Zhang; Prateek Yadav; Naman Jain; Alex Gu; Zhoujun Cheng; Jiawei Liu; Qian Liu; Zijian Wang; Binyuan Hui; Niklas Muennighoff; David Lo; Daniel Fried; Xiaoning Du; Harm de Vries; Leandro Von Werra,2024,2024,,,,,,,,,,2406.15877,v4,"Task automation has been greatly empowered by the recent advances in Large Language Models (LLMs) via Python code, where the tasks ranging from software engineering development to general-purpose reasoning. While current benchmarks have shown that LLMs can solve tasks using programs like human developers, the majority of their evaluations are limited to short and self-contained algorithmic tasks or standalone function calls. Solving challenging and practical tasks requires the capability of utilizing diverse function calls as tools to efficiently implement functionalities like data analysis and web development. In addition, using multiple tools to solve a task needs compositional reasoning by accurately understanding complex instructions. Fulfilling both of these characteristics can pose a great challenge for LLMs.To assess how well LLMs can solve challenging and practical tasks via programs, we introduce BigCodeBench, a benchmark that challenges LLMs to invoke multiple function calls as tools from 139 libraries and 7 domains for 1,140 fine-grained tasks. To evaluate LLMs rigorously, each task encompasses 5.6 test cases with an average branch coverage of 99%. In addition, we propose a natural-language-oriented variant of BigCodeBench, BigCodeBench-Instruct, that automatically transforms the original docstrings into short instructions only with essential information. Our extensive evaluation of 60 LLMs shows that LLMs are not yet capable of following complex instructions to use function calls precisely, with scores up to 60%, significantly lower than the human performance of 97%. The results underscore the need for further advancements in this area.",,cs.SE; cs.AI; cs.CL,http://arxiv.org/abs/2406.15877v4,https://arxiv.org/pdf/2406.15877v4,2024-06-22T15:52:04Z,2025-04-01T08:36:44Z,,arXiv,1,arXiv:2406.15877v4,http://arxiv.org/abs/2406.15877v4 | https://arxiv.org/pdf/2406.15877v4,
P01952,paper_d9f6e7c5f9c261d1,misc,The Fire Thief Is Also the Keeper: Balancing Usability and Privacy in Prompts,The Fire Thief Is Also the Keeper: Balancing Usability and Privacy in Prompts,Zhili Shen; Zihang Xi; Ying He; Wei Tong; Jingyu Hua; Sheng Zhong,Zhili Shen; Zihang Xi; Ying He; Wei Tong; Jingyu Hua; Sheng Zhong,2024,2024,,,,,,,,,,2406.14318,v1,"The rapid adoption of online chatbots represents a significant advancement in artificial intelligence. However, this convenience brings considerable privacy concerns, as prompts can inadvertently contain sensitive information exposed to large language models (LLMs). Limited by high computational costs, reduced task usability, and excessive system modifications, previous works based on local deployment, embedding perturbation, and homomorphic encryption are inapplicable to online prompt-based LLM applications. To address these issues, this paper introduces Prompt Privacy Sanitizer (i.e., ProSan), an end-to-end prompt privacy protection framework that can produce anonymized prompts with contextual privacy removed while maintaining task usability and human readability. It can also be seamlessly integrated into the online LLM service pipeline. To achieve high usability and dynamic anonymity, ProSan flexibly adjusts its protection targets and strength based on the importance of the words and the privacy leakage risk of the prompts. Additionally, ProSan is capable of adapting to diverse computational resource conditions, ensuring privacy protection even for mobile devices with limited computing power. Our experiments demonstrate that ProSan effectively removes private information across various tasks, including question answering, text summarization, and code generation, with minimal reduction in task performance.",,cs.CR; cs.AI; cs.CL,http://arxiv.org/abs/2406.14318v1,https://arxiv.org/pdf/2406.14318v1,2024-06-20T13:52:25Z,2024-06-20T13:52:25Z,,arXiv,1,arXiv:2406.14318v1,http://arxiv.org/abs/2406.14318v1 | https://arxiv.org/pdf/2406.14318v1,
P01953,paper_be7d7325893207c2,misc,VDebugger: Harnessing Execution Feedback for Debugging Visual Programs,VDebugger: Harnessing Execution Feedback for Debugging Visual Programs,Xueqing Wu; Zongyu Lin; Songyan Zhao; Te-Lin Wu; Pan Lu; Nanyun Peng; Kai-Wei Chang,Xueqing Wu; Zongyu Lin; Songyan Zhao; Te-Lin Wu; Pan Lu; Nanyun Peng; Kai-Wei Chang,2024,2024,,,,,,,,,,2406.13444,v3,"Visual programs are executable code generated by large language models to address visual reasoning problems. They decompose complex questions into multiple reasoning steps and invoke specialized models for each step to solve the problems. However, these programs are prone to logic errors, with our preliminary evaluation showing that 58% of the total errors are caused by program logic errors. Debugging complex visual programs remains a major bottleneck for visual reasoning. To address this, we introduce VDebugger, a novel critic-refiner framework trained to localize and debug visual programs by tracking execution step by step. VDebugger identifies and corrects program errors leveraging detailed execution feedback, improving interpretability and accuracy. The training data is generated through an automated pipeline that injects errors into correct visual programs using a novel mask-best decoding technique. Evaluations on six datasets demonstrate VDebugger's effectiveness, showing performance improvements of up to 3.2% in downstream task accuracy. Further studies show VDebugger's ability to generalize to unseen tasks, bringing a notable improvement of 2.3% on the unseen COVR task. Code, data and models are made publicly available at https://github.com/shirley-wu/vdebugger/",,cs.CL; cs.CV,http://arxiv.org/abs/2406.13444v3,https://arxiv.org/pdf/2406.13444v3,2024-06-19T11:09:16Z,2024-10-04T04:56:35Z,,arXiv,1,arXiv:2406.13444v3,http://arxiv.org/abs/2406.13444v3 | https://arxiv.org/pdf/2406.13444v3,
P01954,paper_451290616589cb45,misc,ScenEval: A Benchmark for Scenario-Based Evaluation of Code Generation,ScenEval: A Benchmark for Scenario-Based Evaluation of Code Generation,Debalina Ghosh Paul; Hong Zhu; Ian Bayley,Debalina Ghosh Paul; Hong Zhu; Ian Bayley,2024,2024,,,,,,,,,,2406.12635,v1,"In the scenario-based evaluation of machine learning models, a key problem is how to construct test datasets that represent various scenarios. The methodology proposed in this paper is to construct a benchmark and attach metadata to each test case. Then a test system can be constructed with test morphisms that filter the test cases based on metadata to form a dataset. The paper demonstrates this methodology with large language models for code generation. A benchmark called ScenEval is constructed from problems in textbooks, an online tutorial website and Stack Overflow. Filtering by scenario is demonstrated and the test sets are used to evaluate ChatGPT for Java code generation. Our experiments found that the performance of ChatGPT decreases with the complexity of the coding task. It is weakest for advanced topics like multi-threading, data structure algorithms and recursive methods. The Java code generated by ChatGPT tends to be much shorter than reference solution in terms of number of lines, while it is more likely to be more complex in both cyclomatic and cognitive complexity metrics, if the generated code is correct. However, the generated code is more likely to be less complex than the reference solution if the code is incorrect.",,cs.SE; cs.AI,http://arxiv.org/abs/2406.12635v1,https://arxiv.org/pdf/2406.12635v1,2024-06-18T14:02:20Z,2024-06-18T14:02:20Z,,arXiv,1,arXiv:2406.12635v1,http://arxiv.org/abs/2406.12635v1 | https://arxiv.org/pdf/2406.12635v1,
P01955,paper_6148e5745163ef99,misc,"Can We Trust Large Language Models Generated Code? A Framework for In-Context Learning, Security Patterns, and Code Evaluations Across Diverse LLMs","Can We Trust Large Language Models Generated Code? A Framework for In-Context Learning, Security Patterns, and Code Evaluations Across Diverse LLMs",Ahmad Mohsin; Helge Janicke; Adrian Wood; Iqbal H. Sarker; Leandros Maglaras; Naeem Janjua,Ahmad Mohsin; Helge Janicke; Adrian Wood; Iqbal H. Sarker; Leandros Maglaras; Naeem Janjua,2024,2024,,,,,,,,,,2406.12513,v1,"Large Language Models (LLMs) such as ChatGPT and GitHub Copilot have revolutionized automated code generation in software engineering. However, as these models are increasingly utilized for software development, concerns have arisen regarding the security and quality of the generated code. These concerns stem from LLMs being primarily trained on publicly available code repositories and internet-based textual data, which may contain insecure code. This presents a significant risk of perpetuating vulnerabilities in the generated code, creating potential attack vectors for exploitation by malicious actors. Our research aims to tackle these issues by introducing a framework for secure behavioral learning of LLMs through In-Content Learning (ICL) patterns during the code generation process, followed by rigorous security evaluations. To achieve this, we have selected four diverse LLMs for experimentation. We have evaluated these coding LLMs across three programming languages and identified security vulnerabilities and code smells. The code is generated through ICL with curated problem sets and undergoes rigorous security testing to evaluate the overall quality and trustworthiness of the generated code. Our research indicates that ICL-driven one-shot and few-shot learning patterns can enhance code security, reducing vulnerabilities in various programming scenarios. Developers and researchers should know that LLMs have a limited understanding of security principles. This may lead to security breaches when the generated code is deployed in production systems. Our research highlights LLMs are a potential source of new vulnerabilities to the software supply chain. It is important to consider this when using LLMs for code generation. This research article offers insights into improving LLM security and encourages proactive use of LLMs for code generation to ensure software system safety.",,cs.CR,http://arxiv.org/abs/2406.12513v1,https://arxiv.org/pdf/2406.12513v1,2024-06-18T11:29:34Z,2024-06-18T11:29:34Z,,arXiv,1,arXiv:2406.12513v1,http://arxiv.org/abs/2406.12513v1 | https://arxiv.org/pdf/2406.12513v1,
P01956,paper_9134d18f41d76efc,misc,Measuring memorization in RLHF for code completion,Measuring memorization in RLHF for code completion,Aneesh Pappu; Billy Porter; Ilia Shumailov; Jamie Hayes,Aneesh Pappu; Billy Porter; Ilia Shumailov; Jamie Hayes,2024,2024,,,,,,,,,,2406.11715,v2,"Reinforcement learning with human feedback (RLHF) has become the dominant method to align large models to user preferences. Unlike fine-tuning, for which there are many studies regarding training data memorization, it is not clear how memorization is affected by or introduced in the RLHF alignment process. Understanding this relationship is important as real user data may be collected and used to align large models; if user data is memorized during RLHF and later regurgitated, this could raise privacy concerns. In addition to RLHF, other methods such as Direct Preference Optimization (DPO) and $Ψ$PO have gained popularity for learning directly from human preferences, removing the need for optimizing intermediary reward models with reinforcement learning. In this work, we analyze how training data memorization can surface and propagate through each phase of RLHF and direct preference learning. We focus our study on code completion models, as code completion is one of the most popular use cases for large language models. We find that RLHF significantly decreases the chance that data used for reward modeling and reinforcement learning is memorized in comparison to directly fine-tuning on this data, but that examples already memorized during the fine-tuning stage of RLHF, will, in the majority of cases, remain memorized after RLHF. In contrast, we find that aligning by learning directly from human preference data via a special case of $Ψ$PO, Identity Preference Optimization (IPO), increases the likelihood that training data is regurgitated compared to RLHF. Our work suggests that RLHF, as opposed to direct preference learning, is a safer way to mitigate the risk of regurgitating sensitive preference data when aligning large language models. We find our conclusions are robust across multiple code completion datasets, tasks, and model scales.",,cs.LG; cs.CL; cs.SE,http://arxiv.org/abs/2406.11715v2,https://arxiv.org/pdf/2406.11715v2,2024-06-17T16:33:35Z,2024-10-25T10:40:25Z,,arXiv,1,arXiv:2406.11715v2,http://arxiv.org/abs/2406.11715v2 | https://arxiv.org/pdf/2406.11715v2,
P01957,paper_ec68c229b82bdd00,misc,Long Code Arena: a Set of Benchmarks for Long-Context Code Models,Long Code Arena: a Set of Benchmarks for Long-Context Code Models,Egor Bogomolov; Aleksandra Eliseeva; Timur Galimzyanov; Evgeniy Glukhov; Anton Shapkin; Maria Tigina; Yaroslav Golubev; Alexander Kovrigin; Arie van Deursen; Maliheh Izadi; Timofey Bryksin,Egor Bogomolov; Aleksandra Eliseeva; Timur Galimzyanov; Evgeniy Glukhov; Anton Shapkin; Maria Tigina; Yaroslav Golubev; Alexander Kovrigin; Arie van Deursen; Maliheh Izadi; Timofey Bryksin,2024,2024,,,,,,,,,,2406.11612,v1,"Nowadays, the fields of code and natural language processing are evolving rapidly. In particular, models become better at processing long context windows - supported context sizes have increased by orders of magnitude over the last few years. However, there is a shortage of benchmarks for code processing that go beyond a single file of context, while the most popular ones are limited to a single method. With this work, we aim to close this gap by introducing Long Code Arena, a suite of six benchmarks for code processing tasks that require project-wide context. These tasks cover different aspects of code processing: library-based code generation, CI builds repair, project-level code completion, commit message generation, bug localization, and module summarization. For each task, we provide a manually verified dataset for testing, an evaluation suite, and open-source baseline solutions based on popular LLMs to showcase the usage of the dataset and to simplify adoption by other researchers. We publish the benchmark page on HuggingFace Spaces with the leaderboard, links to HuggingFace Hub for all the datasets, and link to the GitHub repository with baselines: https://huggingface.co/spaces/JetBrains-Research/long-code-arena.",,cs.LG; cs.AI; cs.IR; cs.SE,http://arxiv.org/abs/2406.11612v1,https://arxiv.org/pdf/2406.11612v1,2024-06-17T14:58:29Z,2024-06-17T14:58:29Z,,arXiv,1,arXiv:2406.11612v1,http://arxiv.org/abs/2406.11612v1 | https://arxiv.org/pdf/2406.11612v1,
P01958,paper_604bb493deb24190,misc,On the Impacts of Contexts on Repository-Level Code Generation,On the Impacts of Contexts on Repository-Level Code Generation,Nam Le Hai; Dung Manh Nguyen; Nghi D. Q. Bui,Nam Le Hai; Dung Manh Nguyen; Nghi D. Q. Bui,2024,2024,,,,,,,,,,2406.11927,v4,"CodeLLMs have gained widespread adoption for code generation tasks, yet their capacity to handle repository-level code generation with complex contextual dependencies remains underexplored. Our work underscores the critical importance of leveraging repository-level contexts to generate executable and functionally correct code. We present RepoExec, a novel benchmark designed to evaluate repository-level code generation, with a focus on three key aspects: executability, functional correctness through comprehensive test case generation, and accurate utilization of cross-file contexts. Our study examines a controlled scenario where developers specify essential code dependencies (contexts), challenging models to integrate them effectively. Additionally, we introduce an instruction-tuned dataset that enhances CodeLLMs' ability to leverage dependencies, along with a new metric, Dependency Invocation Rate (DIR), to quantify context utilization. Experimental results reveal that while pretrained LLMs demonstrate superior performance in terms of correctness, instruction-tuned models excel in context utilization and debugging capabilities. RepoExec offers a comprehensive evaluation framework for assessing code functionality and alignment with developer intent, thereby advancing the development of more reliable CodeLLMs for real-world applications. The dataset and source code are available at https://github.com/FSoft-AI4Code/RepoExec.",,cs.SE; cs.AI,http://arxiv.org/abs/2406.11927v4,https://arxiv.org/pdf/2406.11927v4,2024-06-17T10:45:22Z,2025-02-09T08:47:20Z,,arXiv,1,arXiv:2406.11927v4,http://arxiv.org/abs/2406.11927v4 | https://arxiv.org/pdf/2406.11927v4,
P01959,paper_54dd722eb8a6a81c,misc,DocCGen: Document-based Controlled Code Generation,DocCGen: Document-based Controlled Code Generation,Sameer Pimparkhede; Mehant Kammakomati; Srikanth Tamilselvam; Prince Kumar; Ashok Pon Kumar; Pushpak Bhattacharyya,Sameer Pimparkhede; Mehant Kammakomati; Srikanth Tamilselvam; Prince Kumar; Ashok Pon Kumar; Pushpak Bhattacharyya,2024,2024,,,,,,,,,,2406.11925,v2,"Recent developments show that Large Language Models (LLMs) produce state-of-the-art performance on natural language (NL) to code generation for resource-rich general-purpose languages like C++, Java, and Python. However, their practical usage for structured domain-specific languages (DSLs) such as YAML, JSON is limited due to domain-specific schema, grammar, and customizations generally unseen by LLMs during pre-training. Efforts have been made to mitigate this challenge via in-context learning through relevant examples or by fine-tuning. However, it suffers from problems, such as limited DSL samples and prompt sensitivity but enterprises maintain good documentation of the DSLs. Therefore, we propose DocCGen, a framework that can leverage such rich knowledge by breaking the NL-to-Code generation task for structured code languages into a two-step process. First, it detects the correct libraries using the library documentation that best matches the NL query. Then, it utilizes schema rules extracted from the documentation of these libraries to constrain the decoding. We evaluate our framework for two complex structured languages, Ansible YAML and Bash command, consisting of two settings: Out-of-domain (OOD) and In-domain (ID). Our extensive experiments show that DocCGen consistently improves different-sized language models across all six evaluation metrics, reducing syntactic and semantic errors in structured code. We plan to open-source the datasets and code to motivate research in constrained code generation.",,cs.SE; cs.AI; cs.CL,http://arxiv.org/abs/2406.11925v2,https://arxiv.org/pdf/2406.11925v2,2024-06-17T08:34:57Z,2024-07-03T09:16:27Z,,arXiv,1,arXiv:2406.11925v2,http://arxiv.org/abs/2406.11925v2 | https://arxiv.org/pdf/2406.11925v2,
P01960,paper_10c411412ab1ed15,misc,Investigating Video Reasoning Capability of Large Language Models with Tropes in Movies,Investigating Video Reasoning Capability of Large Language Models with Tropes in Movies,Hung-Ting Su; Chun-Tong Chao; Ya-Ching Hsu; Xudong Lin; Yulei Niu; Hung-Yi Lee; Winston H. Hsu,Hung-Ting Su; Chun-Tong Chao; Ya-Ching Hsu; Xudong Lin; Yulei Niu; Hung-Yi Lee; Winston H. Hsu,2024,2024,,,,,,,,,,2406.10923,v1,"Large Language Models (LLMs) have demonstrated effectiveness not only in language tasks but also in video reasoning. This paper introduces a novel dataset, Tropes in Movies (TiM), designed as a testbed for exploring two critical yet previously overlooked video reasoning skills: (1) Abstract Perception: understanding and tokenizing abstract concepts in videos, and (2) Long-range Compositional Reasoning: planning and integrating intermediate reasoning steps for understanding long-range videos with numerous frames. Utilizing tropes from movie storytelling, TiM evaluates the reasoning capabilities of state-of-the-art LLM-based approaches. Our experiments show that current methods, including Captioner-Reasoner, Large Multimodal Model Instruction Fine-tuning, and Visual Programming, only marginally outperform a random baseline when tackling the challenges of Abstract Perception and Long-range Compositional Reasoning. To address these deficiencies, we propose Face-Enhanced Viper of Role Interactions (FEVoRI) and Context Query Reduction (ConQueR), which enhance Visual Programming by fostering role interaction awareness and progressively refining movie contexts and trope queries during reasoning processes, significantly improving performance by 15 F1 points. However, this performance still lags behind human levels (40 vs. 65 F1). Additionally, we introduce a new protocol to evaluate the necessity of Abstract Perception and Long-range Compositional Reasoning for task resolution. This is done by analyzing the code generated through Visual Programming using an Abstract Syntax Tree (AST), thereby confirming the increased complexity of TiM. The dataset and code are available at: https://ander1119.github.io/TiM",,cs.CV; cs.CL; cs.LG,http://arxiv.org/abs/2406.10923v1,https://arxiv.org/pdf/2406.10923v1,2024-06-16T12:58:31Z,2024-06-16T12:58:31Z,,arXiv,1,arXiv:2406.10923v1,http://arxiv.org/abs/2406.10923v1 | https://arxiv.org/pdf/2406.10923v1,
P01961,paper_625585213af00aa3,misc,HiddenTables & PyQTax: A Cooperative Game and Dataset For TableQA to Ensure Scale and Data Privacy Across a Myriad of Taxonomies,HiddenTables & PyQTax: A Cooperative Game and Dataset For TableQA to Ensure Scale and Data Privacy Across a Myriad of Taxonomies,William Watson; Nicole Cho; Tucker Balch; Manuela Veloso,William Watson; Nicole Cho; Tucker Balch; Manuela Veloso,2024,2024,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing (2023) 7144-7159,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing (2023) 7144-7159,,,,,,,10.18653/v1/2023.emnlp-main.442,2406.10803,v1,"A myriad of different Large Language Models (LLMs) face a common challenge in contextually analyzing table question-answering tasks. These challenges are engendered from (1) finite context windows for large tables, (2) multi-faceted discrepancies amongst tokenization patterns against cell boundaries, and (3) various limitations stemming from data confidentiality in the process of using external models such as gpt-3.5-turbo. We propose a cooperative game dubbed ""HiddenTables"" as a potential resolution to this challenge. In essence, ""HiddenTables"" is played between the code-generating LLM ""Solver"" and the ""Oracle"" which evaluates the ability of the LLM agents to solve Table QA tasks. This game is based on natural language schemas and importantly, ensures the security of the underlying data. We provide evidential experiments on a diverse set of tables that demonstrate an LLM's collective inability to generalize and perform on complex queries, handle compositional dependencies, and align natural language to programmatic commands when concrete table schemas are provided. Unlike encoder-based models, we have pushed the boundaries of ""HiddenTables"" to not be limited by the number of rows - therefore we exhibit improved efficiency in prompt and completion tokens. Our infrastructure has spawned a new dataset ""PyQTax"" that spans across 116,671 question-table-answer triplets and provides additional fine-grained breakdowns & labels for varying question taxonomies. Therefore, in tandem with our academic contributions regarding LLMs' deficiency in TableQA tasks, ""HiddenTables"" is a tactile manifestation of how LLMs can interact with massive datasets while ensuring data security and minimizing generation costs.",,cs.AI; cs.CL; cs.IR,https://doi.org/10.18653/v1/2023.emnlp-main.442,https://arxiv.org/pdf/2406.10803v1,2024-06-16T04:53:29Z,2024-06-16T04:53:29Z,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing (2023) 7144-7159,arXiv,1,arXiv:2406.10803v1,http://arxiv.org/abs/2406.10803v1 | https://arxiv.org/pdf/2406.10803v1,
P01962,paper_bd307816399e13c7,misc,Unlock the Correlation between Supervised Fine-Tuning and Reinforcement Learning in Training Code Large Language Models,Unlock the Correlation between Supervised Fine-Tuning and Reinforcement Learning in Training Code Large Language Models,Jie Chen; Xintian Han; Yu Ma; Xun Zhou; Liang Xiang,Jie Chen; Xintian Han; Yu Ma; Xun Zhou; Liang Xiang,2024,2024,,,,,,,,,,2406.10305,v2,"Automatic code generation has been a longstanding research topic. With the advancement of general-purpose large language models (LLMs), the ability to code stands out as one important measure to the model's reasoning performance. Usually, a two-stage training paradigm is implemented to obtain a Code LLM, namely the pretraining and the fine-tuning. Within the fine-tuning, supervised fine-tuning (SFT), and reinforcement learning (RL) are often used to improve the model's zero-shot ability. A large number of work has been conducted to improve the model's performance on code-related benchmarks with either modifications to the algorithm or refinement of the dataset. However, we still lack a deep insight into the correlation between SFT and RL. For instance, what kind of dataset should be used to ensure generalization, or what if we abandon the SFT phase in fine-tuning. In this work, we make an attempt to understand the correlation between SFT and RL. To facilitate our research, we manually craft 100 basis python functions, called atomic functions, and then a synthesizing pipeline is deployed to create a large number of synthetic functions on top of the atomic ones. In this manner, we ensure that the train and test sets remain distinct, preventing data contamination. Through comprehensive ablation study, we find: (1) Both atomic and synthetic functions are indispensable for SFT's generalization, and only a handful of synthetic functions are adequate; (2) Through RL, the SFT's generalization to target domain can be greatly enhanced, even with the same training prompts; (3) Training RL from scratch can alleviate the over-fitting issue introduced in the SFT phase.",,cs.SE; cs.AI; cs.LG,http://arxiv.org/abs/2406.10305v2,https://arxiv.org/pdf/2406.10305v2,2024-06-14T03:39:01Z,2024-12-17T02:53:54Z,,arXiv,1,arXiv:2406.10305v2,http://arxiv.org/abs/2406.10305v2 | https://arxiv.org/pdf/2406.10305v2,
P01963,paper_f1421de651789ff0,misc,We Have a Package for You! A Comprehensive Analysis of Package Hallucinations by Code Generating LLMs,We Have a Package for You! A Comprehensive Analysis of Package Hallucinations by Code Generating LLMs,Joseph Spracklen; Raveen Wijewickrama; A H M Nazmus Sakib; Anindya Maiti; Bimal Viswanath; Murtuza Jadliwala,Joseph Spracklen; Raveen Wijewickrama; A H M Nazmus Sakib; Anindya Maiti; Bimal Viswanath; Murtuza Jadliwala,2024,2024,,,,,,,,,,2406.10279,v3,"The reliance of popular programming languages such as Python and JavaScript on centralized package repositories and open-source software, combined with the emergence of code-generating Large Language Models (LLMs), has created a new type of threat to the software supply chain: package hallucinations. These hallucinations, which arise from fact-conflicting errors when generating code using LLMs, represent a novel form of package confusion attack that poses a critical threat to the integrity of the software supply chain. This paper conducts a rigorous and comprehensive evaluation of package hallucinations across different programming languages, settings, and parameters, exploring how a diverse set of models and configurations affect the likelihood of generating erroneous package recommendations and identifying the root causes of this phenomenon. Using 16 popular LLMs for code generation and two unique prompt datasets, we generate 576,000 code samples in two programming languages that we analyze for package hallucinations. Our findings reveal that that the average percentage of hallucinated packages is at least 5.2% for commercial models and 21.7% for open-source models, including a staggering 205,474 unique examples of hallucinated package names, further underscoring the severity and pervasiveness of this threat. To overcome this problem, we implement several hallucination mitigation strategies and show that they are able to significantly reduce the number of package hallucinations while maintaining code quality. Our experiments and findings highlight package hallucinations as a persistent and systemic phenomenon while using state-of-the-art LLMs for code generation, and a significant challenge which deserves the research community's urgent attention.",,cs.SE; cs.AI; cs.CR; cs.LG,http://arxiv.org/abs/2406.10279v3,https://arxiv.org/pdf/2406.10279v3,2024-06-12T03:29:06Z,2025-03-02T21:03:52Z,,arXiv,1,arXiv:2406.10279v3,http://arxiv.org/abs/2406.10279v3 | https://arxiv.org/pdf/2406.10279v3,
P01964,paper_4c63733ff163bccd,misc,McEval: Massively Multilingual Code Evaluation,McEval: Massively Multilingual Code Evaluation,Linzheng Chai; Shukai Liu; Jian Yang; Yuwei Yin; Ke Jin; Jiaheng Liu; Tao Sun; Ge Zhang; Changyu Ren; Hongcheng Guo; Zekun Wang; Boyang Wang; Xianjie Wu; Bing Wang; Tongliang Li; Liqun Yang; Sufeng Duan; Zhoujun Li,Linzheng Chai; Shukai Liu; Jian Yang; Yuwei Yin; Ke Jin; Jiaheng Liu; Tao Sun; Ge Zhang; Changyu Ren; Hongcheng Guo; Zekun Wang; Boyang Wang; Xianjie Wu; Bing Wang; Tongliang Li; Liqun Yang; Sufeng Duan; Zhoujun Li,2024,2024,,,,,,,,,,2406.07436,v1,"Code large language models (LLMs) have shown remarkable advances in code understanding, completion, and generation tasks. Programming benchmarks, comprised of a selection of code challenges and corresponding test cases, serve as a standard to evaluate the capability of different LLMs in such tasks. However, most existing benchmarks primarily focus on Python and are still restricted to a limited number of languages, where other languages are translated from the Python samples (e.g. MultiPL-E) degrading the data diversity. To further facilitate the research of code LLMs, we propose a massively multilingual code benchmark covering 40 programming languages (McEval) with 16K test samples, which substantially pushes the limits of code LLMs in multilingual scenarios. The benchmark contains challenging code completion, understanding, and generation evaluation tasks with finely curated massively multilingual instruction corpora McEval-Instruct. In addition, we introduce an effective multilingual coder mCoder trained on McEval-Instruct to support multilingual programming language generation. Extensive experimental results on McEval show that there is still a difficult journey between open-source models and closed-source LLMs (e.g. GPT-series models) in numerous languages. The instruction corpora, evaluation benchmark, and leaderboard are available at \url{https://mceval.github.io/}.",,cs.PL,http://arxiv.org/abs/2406.07436v1,https://arxiv.org/pdf/2406.07436v1,2024-06-11T16:45:17Z,2024-06-11T16:45:17Z,,arXiv,1,arXiv:2406.07436v1,http://arxiv.org/abs/2406.07436v1 | https://arxiv.org/pdf/2406.07436v1,
